state,constituency,candidate,party,party_normalized,alliance,votes,vote_share,total_votes,turnout,is_winner,position,margin,margin_pct,year
Tamil Nadu,Tamil Nadu PC 33,Candidate 4 (AIADMK),AIADMK,AIADMK,,30795,4.42,696216,69.4,False,4,0,0,2024
Tamil Nadu,Tamil Nadu PC 33,Candidate 5 (YSR),YSR,YSR,,29758,4.27,696216,68.6,False,5,0,0,2024
Tamil Nadu,Tamil Nadu PC 34,Candidate 1 (INC),INC,INC,INDIA,422466,41.17,1026132,61.7,True,1,68396,6.67,2024
Tamil Nadu,Tamil Nadu PC 34,Candidate 2 (BJP),BJP,BJP,NDA,354070,34.51,1026132,76.4,False,2,0,0,2024
Tamil Nadu,Tamil Nadu PC 34,Candidate 3 (SP),SP,SP,INDIA,166647,16.24,1026132,57.4,False,3,0,0,2024
Tamil Nadu,Tamil Nadu PC 34,Candidate 4 (YSR),YSR,YSR,,82947,8.08,1026132,71.3,False,4,0,0,2024
Tamil Nadu,Tamil Nadu PC 35,Candidate 1 (BJP),BJP,BJP,NDA,291181,32.3,901575,64.3,True,1,68071,7.55,2024
Tamil Nadu,Tamil Nadu PC 35,Candidate 2 (INC),INC,INC,INDIA,223110,24.75,901575,67.3,False,2,0,0,2024
Tamil Nadu,Tamil Nadu PC 35,Candidate 3 (DMK),DMK,DMK,INDIA,207704,23.04,901575,77.0,False,3,0,0,2024
Tamil Nadu,Tamil Nadu PC 35,Candidate 4 (TMC),TMC,TMC,INDIA,179578,19.92,901575,68.1,False,4,0,0,2024
Tamil Nadu,Tamil Nadu PC 36,Candidate 1 (IND),IND,IND,,487736,47.75,1021481,66.2,True,1,135631,13.28,2024
Tamil Nadu,Tamil Nadu PC 36,Candidate 2 (INC),INC,INC,INDIA,352105,34.47,1021481,57.8,False,2,0,0,2024
Tamil Nadu,Tamil Nadu PC 36,Candidate 3 (BJP),BJP,BJP,NDA,181639,17.78,1021481,67.1,False,3,0,0,2024
Tamil Nadu,Tamil Nadu PC 37,Candidate 1 (DMK),DMK,DMK,INDIA,451956,38.22,1182523,57.1,True,1,156937,13.27,2024
Tamil Nadu,Tamil Nadu PC 37,Candidate 2 (INC),INC,INC,INDIA,295019,24.95,1182523,74.3,False,2,0,0,2024
Tamil Nadu,Tamil Nadu PC 37,Candidate 3 (SP),SP,SP,INDIA,293703,24.84,1182523,62.7,False,3,0,0,2024
Tamil Nadu,Tamil Nadu PC 37,Candidate 4 (BJP),BJP,BJP,NDA,141843,12.0,1182523,58.9,False,4,0,0,2024
Tamil Nadu,Tamil Nadu PC 38,Candidate 1 (YSR),YSR,YSR,,181389,29.6,612804,63.7,True,1,29163,4.76,2024
Tamil Nadu,Tamil Nadu PC 38,Candidate 2 (TMC),TMC,TMC,INDIA,152226,24.84,612804,61.7,False,2,0,0,2024
Tamil Nadu,Tamil Nadu PC 38,Candidate 3 (TDP),TDP,TDP,NDA,116292,18.98,612804,67.9,False,3,0,0,2024
Tamil Nadu,Tamil Nadu PC 38,Candidate 4 (INC),INC,INC,INDIA,99374,16.22,612804,73.5,False,4,0,0,2024
Tamil Nadu,Tamil Nadu PC 38,Candidate 5 (BJP),BJP,BJP,NDA,63519,10.37,612804,71.0,False,5,0,0,2024
Tamil Nadu,Tamil Nadu PC 39,Candidate 1 (INC),INC,INC,INDIA,541053,77.18,701031,67.8,True,1,381076,54.36,2024
Tamil Nadu,Tamil Nadu PC 39,Candidate 2 (BJP),BJP,BJP,NDA,159977,22.82,701031,77.1,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 1,Candidate 1 (IND),IND,IND,,126261,30.27,417123,74.5,True,1,2376,0.57,2024
Madhya Pradesh,Madhya Pradesh PC 1,Candidate 2 (TDP),TDP,TDP,NDA,123885,29.7,417123,59.8,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 1,Candidate 3 (BRS),BRS,BRS,,122788,29.44,417123,68.9,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 1,Candidate 4 (BJP),BJP,BJP,NDA,44187,10.59,417123,55.9,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 2,Candidate 1 (BJP),BJP,BJP,NDA,180817,26.98,670301,57.2,True,1,2860,0.43,2024
Madhya Pradesh,Madhya Pradesh PC 2,Candidate 2 (DMK),DMK,DMK,INDIA,177957,26.55,670301,73.8,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 2,Candidate 3 (TMC),TMC,TMC,INDIA,156525,23.35,670301,69.9,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 2,Candidate 4 (INC),INC,INC,INDIA,155001,23.12,670301,64.2,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 3,Candidate 1 (OTH),OTH,OTH,,231355,33.76,685255,68.2,True,1,20276,2.96,2024
Madhya Pradesh,Madhya Pradesh PC 3,Candidate 2 (BJP),BJP,BJP,NDA,211079,30.8,685255,77.0,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 3,Candidate 3 (TDP),TDP,TDP,NDA,131566,19.2,685255,65.8,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 3,Candidate 4 (INC),INC,INC,INDIA,111253,16.24,685255,56.8,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 4,Candidate 1 (BJP),BJP,BJP,NDA,205316,34.46,595738,66.6,True,1,20948,3.52,2024
Madhya Pradesh,Madhya Pradesh PC 4,Candidate 2 (DMK),DMK,DMK,INDIA,184368,30.95,595738,76.3,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 4,Candidate 3 (YSR),YSR,YSR,,131273,22.04,595738,74.6,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 4,Candidate 4 (SP),SP,SP,INDIA,74780,12.55,595738,71.0,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 5,Candidate 1 (DMK),DMK,DMK,INDIA,173357,30.94,560217,73.5,True,1,3079,0.55,2024
Madhya Pradesh,Madhya Pradesh PC 5,Candidate 2 (YSR),YSR,YSR,,170278,30.4,560217,76.3,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 5,Candidate 3 (BJP),BJP,BJP,NDA,117475,20.97,560217,68.2,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 5,Candidate 4 (OTH),OTH,OTH,,55195,9.85,560217,60.4,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 5,Candidate 5 (INC),INC,INC,INDIA,43910,7.84,560217,65.5,False,5,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 6,Candidate 1 (BRS),BRS,BRS,,250127,29.22,855954,62.0,True,1,6989,0.82,2024
Madhya Pradesh,Madhya Pradesh PC 6,Candidate 2 (TMC),TMC,TMC,INDIA,243138,28.41,855954,67.2,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 6,Candidate 3 (INC),INC,INC,INDIA,238521,27.87,855954,77.7,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 6,Candidate 4 (BJP),BJP,BJP,NDA,124166,14.51,855954,74.7,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 7,Candidate 1 (DMK),DMK,DMK,INDIA,241111,27.06,890942,62.8,True,1,21870,2.45,2024
Madhya Pradesh,Madhya Pradesh PC 7,Candidate 2 (SP),SP,SP,INDIA,219241,24.61,890942,65.3,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 7,Candidate 3 (AIADMK),AIADMK,AIADMK,,204003,22.9,890942,65.6,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 7,Candidate 4 (BJP),BJP,BJP,NDA,137262,15.41,890942,77.5,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 7,Candidate 5 (INC),INC,INC,INDIA,89323,10.03,890942,66.1,False,5,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 8,Candidate 1 (TDP),TDP,TDP,NDA,279245,38.99,716203,60.6,True,1,82872,11.57,2024
Madhya Pradesh,Madhya Pradesh PC 8,Candidate 2 (BJP),BJP,BJP,NDA,196373,27.42,716203,71.3,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 8,Candidate 3 (BRS),BRS,BRS,,140507,19.62,716203,60.2,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 8,Candidate 4 (JDU),JDU,JDU,NDA,100075,13.97,716203,75.8,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 9,Candidate 1 (INC),INC,INC,INDIA,230639,47.09,489773,62.7,True,1,78331,15.99,2024
Madhya Pradesh,Madhya Pradesh PC 9,Candidate 2 (DMK),DMK,DMK,INDIA,152308,31.1,489773,72.5,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 9,Candidate 3 (SP),SP,SP,INDIA,72602,14.82,489773,55.6,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 9,Candidate 4 (BJP),BJP,BJP,NDA,34222,6.99,489773,56.9,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 10,Candidate 1 (DMK),DMK,DMK,INDIA,301223,36.97,814769,66.5,True,1,34926,4.29,2024
Madhya Pradesh,Madhya Pradesh PC 10,Candidate 2 (SP),SP,SP,INDIA,266297,32.68,814769,70.3,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 10,Candidate 3 (BJP),BJP,BJP,NDA,247247,30.35,814769,67.3,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 11,Candidate 1 (BJP),BJP,BJP,NDA,206819,37.3,554474,64.0,True,1,26431,4.77,2024
Madhya Pradesh,Madhya Pradesh PC 11,Candidate 2 (SP),SP,SP,INDIA,180388,32.53,554474,76.8,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 11,Candidate 3 (TMC),TMC,TMC,INDIA,167266,30.17,554474,59.3,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 12,Candidate 1 (INC),INC,INC,INDIA,263337,42.93,613392,71.6,True,1,50289,8.2,2024
Madhya Pradesh,Madhya Pradesh PC 12,Candidate 2 (TDP),TDP,TDP,NDA,213048,34.73,613392,62.7,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 12,Candidate 3 (SP),SP,SP,INDIA,137006,22.34,613392,64.4,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 13,Candidate 1 (TDP),TDP,TDP,NDA,276322,58.76,470270,63.2,True,1,82375,17.52,2024
Madhya Pradesh,Madhya Pradesh PC 13,Candidate 2 (BJP),BJP,BJP,NDA,193947,41.24,470270,71.9,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 14,Candidate 1 (INC),INC,INC,INDIA,286634,29.36,976394,77.6,True,1,8673,0.89,2024
Madhya Pradesh,Madhya Pradesh PC 14,Candidate 2 (BJP),BJP,BJP,NDA,277961,28.47,976394,60.7,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 14,Candidate 3 (OTH),OTH,OTH,,210120,21.52,976394,64.0,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 14,Candidate 4 (SP),SP,SP,INDIA,201677,20.66,976394,71.5,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 15,Candidate 1 (DMK),DMK,DMK,INDIA,266836,42.02,635035,70.4,True,1,78235,12.32,2024
Madhya Pradesh,Madhya Pradesh PC 15,Candidate 2 (BJP),BJP,BJP,NDA,188601,29.7,635035,73.0,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 15,Candidate 3 (INC),INC,INC,INDIA,112055,17.65,635035,73.2,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 15,Candidate 4 (AIADMK),AIADMK,AIADMK,,67541,10.64,635035,57.9,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 16,Candidate 1 (SP),SP,SP,INDIA,219668,33.64,653001,76.0,True,1,37159,5.69,2024
Madhya Pradesh,Madhya Pradesh PC 16,Candidate 2 (BRS),BRS,BRS,,182509,27.95,653001,57.5,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 16,Candidate 3 (BJP),BJP,BJP,NDA,169607,25.97,653001,55.9,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 16,Candidate 4 (AIADMK),AIADMK,AIADMK,,81215,12.44,653001,60.2,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 17,Candidate 1 (BJP),BJP,BJP,NDA,515177,54.61,943358,70.6,True,1,167866,17.79,2024
Madhya Pradesh,Madhya Pradesh PC 17,Candidate 2 (TMC),TMC,TMC,INDIA,347311,36.82,943358,55.4,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 17,Candidate 3 (SP),SP,SP,INDIA,80869,8.57,943358,73.5,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 18,Candidate 1 (SP),SP,SP,INDIA,224393,35.31,635454,67.7,True,1,30153,4.75,2024
Madhya Pradesh,Madhya Pradesh PC 18,Candidate 2 (INC),INC,INC,INDIA,194240,30.57,635454,71.7,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 18,Candidate 3 (YSR),YSR,YSR,,189780,29.87,635454,61.9,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 18,Candidate 4 (BJP),BJP,BJP,NDA,27039,4.26,635454,72.2,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 19,Candidate 1 (TMC),TMC,TMC,INDIA,163930,25.81,635053,60.1,True,1,8810,1.39,2024
Madhya Pradesh,Madhya Pradesh PC 19,Candidate 2 (BJP),BJP,BJP,NDA,155120,24.43,635053,75.0,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 19,Candidate 3 (DMK),DMK,DMK,INDIA,116464,18.34,635053,73.9,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 19,Candidate 4 (OTH),OTH,OTH,,101209,15.94,635053,77.5,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 19,Candidate 5 (INC),INC,INC,INDIA,98327,15.48,635053,72.1,False,5,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 20,Candidate 1 (AIADMK),AIADMK,AIADMK,,283198,28.7,986793,57.2,True,1,60875,6.17,2024
Madhya Pradesh,Madhya Pradesh PC 20,Candidate 2 (SP),SP,SP,INDIA,222323,22.53,986793,60.0,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 20,Candidate 3 (DMK),DMK,DMK,INDIA,186362,18.89,986793,58.9,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 20,Candidate 4 (YSR),YSR,YSR,,150882,15.29,986793,55.2,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 20,Candidate 5 (BJP),BJP,BJP,NDA,144026,14.6,986793,61.8,False,5,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 21,Candidate 1 (DMK),DMK,DMK,INDIA,217691,31.95,681291,55.7,True,1,58205,8.54,2024
Madhya Pradesh,Madhya Pradesh PC 21,Candidate 2 (BJP),BJP,BJP,NDA,159486,23.41,681291,55.5,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 21,Candidate 3 (SP),SP,SP,INDIA,155093,22.76,681291,65.6,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 21,Candidate 4 (INC),INC,INC,INDIA,149019,21.87,681291,55.1,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 22,Candidate 1 (BJP),BJP,BJP,NDA,245277,30.97,792059,64.1,True,1,7002,0.88,2024
Madhya Pradesh,Madhya Pradesh PC 22,Candidate 2 (INC),INC,INC,INDIA,238275,30.08,792059,62.3,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 22,Candidate 3 (SP),SP,SP,INDIA,226902,28.65,792059,66.7,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 22,Candidate 4 (OTH),OTH,OTH,,81604,10.3,792059,65.1,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 23,Candidate 1 (AIADMK),AIADMK,AIADMK,,180135,34.0,529823,66.2,True,1,21280,4.02,2024
Madhya Pradesh,Madhya Pradesh PC 23,Candidate 2 (BJP),BJP,BJP,NDA,158855,29.98,529823,76.6,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 23,Candidate 3 (SP),SP,SP,INDIA,131600,24.84,529823,56.7,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 23,Candidate 4 (TMC),TMC,TMC,INDIA,59231,11.18,529823,59.2,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 24,Candidate 1 (BJP),BJP,BJP,NDA,440832,39.88,1105490,72.1,True,1,51938,4.7,2024
Madhya Pradesh,Madhya Pradesh PC 24,Candidate 2 (TMC),TMC,TMC,INDIA,388894,35.18,1105490,57.8,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 24,Candidate 3 (INC),INC,INC,INDIA,275762,24.94,1105490,75.8,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 25,Candidate 1 (BRS),BRS,BRS,,419635,44.05,952704,70.8,True,1,121849,12.79,2024
Madhya Pradesh,Madhya Pradesh PC 25,Candidate 2 (TDP),TDP,TDP,NDA,297786,31.26,952704,68.3,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 25,Candidate 3 (OTH),OTH,OTH,,125755,13.2,952704,74.9,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 25,Candidate 4 (JDU),JDU,JDU,NDA,109526,11.5,952704,70.5,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 26,Candidate 1 (BJP),BJP,BJP,NDA,393996,42.88,918869,64.1,True,1,104804,11.41,2024
Madhya Pradesh,Madhya Pradesh PC 26,Candidate 2 (OTH),OTH,OTH,,289192,31.47,918869,63.3,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 26,Candidate 3 (YSR),YSR,YSR,,235680,25.65,918869,63.7,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 27,Candidate 1 (INC),INC,INC,INDIA,376535,34.55,1089739,66.8,True,1,105964,9.72,2024
Madhya Pradesh,Madhya Pradesh PC 27,Candidate 2 (BJP),BJP,BJP,NDA,270571,24.83,1089739,60.0,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 27,Candidate 3 (SP),SP,SP,INDIA,246129,22.59,1089739,77.5,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 27,Candidate 4 (TMC),TMC,TMC,INDIA,196502,18.03,1089739,77.7,False,4,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 28,Candidate 1 (TMC),TMC,TMC,INDIA,286184,47.3,605099,69.7,True,1,36551,6.04,2024
Madhya Pradesh,Madhya Pradesh PC 28,Candidate 2 (SP),SP,SP,INDIA,249633,41.25,605099,63.9,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 28,Candidate 3 (BJP),BJP,BJP,NDA,69281,11.45,605099,61.4,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 29,Candidate 1 (JDU),JDU,JDU,NDA,223673,44.67,500711,60.1,True,1,99791,19.93,2024
Madhya Pradesh,Madhya Pradesh PC 29,Candidate 2 (INC),INC,INC,INDIA,123882,24.74,500711,62.1,False,2,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 29,Candidate 3 (SP),SP,SP,INDIA,80230,16.02,500711,62.3,False,3,0,0,2024
Madhya Pradesh,Madhya Pradesh PC 29,Candidate 4 (BJP),BJP,BJP,NDA,72924,14.56,500711,72.5,False,4,0,0,2024
Rajasthan,Rajasthan PC 1,Candidate 1 (INC),INC,INC,INDIA,476794,41.32,1154021,63.9,True,1,114823,9.95,2024
Rajasthan,Rajasthan PC 1,Candidate 2 (AIADMK),AIADMK,AIADMK,,361971,31.37,1154021,65.7,False,2,0,0,2024
Rajasthan,Rajasthan PC 1,Candidate 3 (BJP),BJP,BJP,NDA,315254,27.32,1154021,76.4,False,3,0,0,2024
Rajasthan,Rajasthan PC 2,Candidate 1 (SP),SP,SP,INDIA,118161,26.85,440079,72.0,True,1,2075,0.47,2024
Rajasthan,Rajasthan PC 2,Candidate 2 (BJP),BJP,BJP,NDA,116086,26.38,440079,57.4,False,2,0,0,2024
Rajasthan,Rajasthan PC 2,Candidate 3 (YSR),YSR,YSR,,115581,26.26,440079,60.3,False,3,0,0,2024
Rajasthan,Rajasthan PC 2,Candidate 4 (IND),IND,IND,,90249,20.51,440079,64.3,False,4,0,0,2024
Rajasthan,Rajasthan PC 3,Candidate 1 (TMC),TMC,TMC,INDIA,150842,21.72,694533,59.3,True,1,13980,2.01,2024
Rajasthan,Rajasthan PC 3,Candidate 2 (INC),INC,INC,INDIA,136862,19.71,694533,56.9,False,2,0,0,2024
Rajasthan,Rajasthan PC 3,Candidate 3 (AIADMK),AIADMK,AIADMK,,130994,18.86,694533,73.9,False,3,0,0,2024
Rajasthan,Rajasthan PC 3,Candidate 4 (YSR),YSR,YSR,,116678,16.8,694533,76.9,False,4,0,0,2024
Rajasthan,Rajasthan PC 3,Candidate 5 (DMK),DMK,DMK,INDIA,79655,11.47,694533,69.3,False,5,0,0,2024
Rajasthan,Rajasthan PC 3,Candidate 6 (BJP),BJP,BJP,NDA,79498,11.45,694533,69.0,False,6,0,0,2024
Rajasthan,Rajasthan PC 4,Candidate 1 (JDU),JDU,JDU,NDA,316131,28.05,1127061,58.9,True,1,42659,3.78,2024
Rajasthan,Rajasthan PC 4,Candidate 2 (TMC),TMC,TMC,INDIA,273472,24.26,1127061,69.5,False,2,0,0,2024
Rajasthan,Rajasthan PC 4,Candidate 3 (SP),SP,SP,INDIA,233586,20.73,1127061,62.3,False,3,0,0,2024
Rajasthan,Rajasthan PC 4,Candidate 4 (YSR),YSR,YSR,,195719,17.37,1127061,59.4,False,4,0,0,2024
Rajasthan,Rajasthan PC 4,Candidate 5 (BJP),BJP,BJP,NDA,108149,9.6,1127061,77.5,False,5,0,0,2024
Rajasthan,Rajasthan PC 5,Candidate 1 (INC),INC,INC,INDIA,308641,42.2,731367,66.4,True,1,39115,5.35,2024
Rajasthan,Rajasthan PC 5,Candidate 2 (BJP),BJP,BJP,NDA,269526,36.85,731367,56.2,False,2,0,0,2024
Rajasthan,Rajasthan PC 5,Candidate 3 (SP),SP,SP,INDIA,153198,20.95,731367,75.3,False,3,0,0,2024
Rajasthan,Rajasthan PC 6,Candidate 1 (JDU),JDU,JDU,NDA,201130,17.75,1133244,62.6,True,1,656,0.06,2024
Rajasthan,Rajasthan PC 6,Candidate 2 (INC),INC,INC,INDIA,200474,17.69,1133244,72.5,False,2,0,0,2024
Rajasthan,Rajasthan PC 6,Candidate 3 (SP),SP,SP,INDIA,193999,17.12,1133244,67.9,False,3,0,0,2024
Rajasthan,Rajasthan PC 6,Candidate 4 (BJP),BJP,BJP,NDA,185765,16.39,1133244,61.1,False,4,0,0,2024
Rajasthan,Rajasthan PC 6,Candidate 5 (OTH),OTH,OTH,,184185,16.25,1133244,73.9,False,5,0,0,2024
Rajasthan,Rajasthan PC 6,Candidate 6 (YSR),YSR,YSR,,167688,14.8,1133244,73.2,False,6,0,0,2024
Rajasthan,Rajasthan PC 7,Candidate 1 (BJP),BJP,BJP,NDA,268760,27.93,962197,62.2,True,1,8236,0.86,2024
Rajasthan,Rajasthan PC 7,Candidate 2 (DMK),DMK,DMK,INDIA,260524,27.08,962197,64.0,False,2,0,0,2024
Rajasthan,Rajasthan PC 7,Candidate 3 (INC),INC,INC,INDIA,248440,25.82,962197,55.3,False,3,0,0,2024
Rajasthan,Rajasthan PC 7,Candidate 4 (TMC),TMC,TMC,INDIA,184472,19.17,962197,76.0,False,4,0,0,2024
Rajasthan,Rajasthan PC 8,Candidate 1 (INC),INC,INC,INDIA,273320,37.59,727013,76.6,True,1,14684,2.02,2024
Rajasthan,Rajasthan PC 8,Candidate 2 (TMC),TMC,TMC,INDIA,258636,35.58,727013,73.1,False,2,0,0,2024
Rajasthan,Rajasthan PC 8,Candidate 3 (BJP),BJP,BJP,NDA,195056,26.83,727013,74.1,False,3,0,0,2024
Rajasthan,Rajasthan PC 9,Candidate 1 (YSR),YSR,YSR,,408133,39.32,1037918,60.9,True,1,91022,8.77,2024
Rajasthan,Rajasthan PC 9,Candidate 2 (BJP),BJP,BJP,NDA,317111,30.55,1037918,61.6,False,2,0,0,2024
Rajasthan,Rajasthan PC 9,Candidate 3 (DMK),DMK,DMK,INDIA,195061,18.79,1037918,65.9,False,3,0,0,2024
Rajasthan,Rajasthan PC 9,Candidate 4 (AIADMK),AIADMK,AIADMK,,117612,11.33,1037918,60.1,False,4,0,0,2024
Rajasthan,Rajasthan PC 10,Candidate 1 (TMC),TMC,TMC,INDIA,520717,45.35,1148165,64.8,True,1,174258,15.18,2024
Rajasthan,Rajasthan PC 10,Candidate 2 (BJP),BJP,BJP,NDA,346459,30.18,1148165,68.7,False,2,0,0,2024
Rajasthan,Rajasthan PC 10,Candidate 3 (YSR),YSR,YSR,,280988,24.47,1148165,59.6,False,3,0,0,2024
Rajasthan,Rajasthan PC 11,Candidate 1 (SP),SP,SP,INDIA,158138,34.05,464368,75.0,True,1,895,0.19,2024
Rajasthan,Rajasthan PC 11,Candidate 2 (AIADMK),AIADMK,AIADMK,,157243,33.86,464368,77.4,False,2,0,0,2024
Rajasthan,Rajasthan PC 11,Candidate 3 (INC),INC,INC,INDIA,64534,13.9,464368,55.5,False,3,0,0,2024
Rajasthan,Rajasthan PC 11,Candidate 4 (YSR),YSR,YSR,,44316,9.54,464368,67.0,False,4,0,0,2024
Rajasthan,Rajasthan PC 11,Candidate 5 (BJP),BJP,BJP,NDA,40134,8.64,464368,72.6,False,5,0,0,2024
Rajasthan,Rajasthan PC 12,Candidate 1 (BJP),BJP,BJP,NDA,362427,34.2,1059859,58.1,True,1,92421,8.72,2024
Rajasthan,Rajasthan PC 12,Candidate 2 (DMK),DMK,DMK,INDIA,270006,25.48,1059859,61.2,False,2,0,0,2024
Rajasthan,Rajasthan PC 12,Candidate 3 (TMC),TMC,TMC,INDIA,249725,23.56,1059859,62.6,False,3,0,0,2024
Rajasthan,Rajasthan PC 12,Candidate 4 (IND),IND,IND,,177699,16.77,1059859,62.1,False,4,0,0,2024
Rajasthan,Rajasthan PC 13,Candidate 1 (INC),INC,INC,INDIA,489143,40.76,1199972,63.8,True,1,72952,6.08,2024
Rajasthan,Rajasthan PC 13,Candidate 2 (SP),SP,SP,INDIA,416191,34.68,1199972,55.5,False,2,0,0,2024
Rajasthan,Rajasthan PC 13,Candidate 3 (BJP),BJP,BJP,NDA,294637,24.55,1199972,66.6,False,3,0,0,2024
Rajasthan,Rajasthan PC 14,Candidate 1 (BRS),BRS,BRS,,178309,25.22,707050,67.9,True,1,2614,0.37,2024
Rajasthan,Rajasthan PC 14,Candidate 2 (OTH),OTH,OTH,,175695,24.85,707050,63.6,False,2,0,0,2024
Rajasthan,Rajasthan PC 14,Candidate 3 (INC),INC,INC,INDIA,139465,19.73,707050,69.7,False,3,0,0,2024
Rajasthan,Rajasthan PC 14,Candidate 4 (JDU),JDU,JDU,NDA,94394,13.35,707050,70.4,False,4,0,0,2024
Rajasthan,Rajasthan PC 14,Candidate 5 (IND),IND,IND,,75444,10.67,707050,58.0,False,5,0,0,2024
Rajasthan,Rajasthan PC 14,Candidate 6 (AIADMK),AIADMK,AIADMK,,43739,6.19,707050,57.6,False,6,0,0,2024
Rajasthan,Rajasthan PC 15,Candidate 1 (INC),INC,INC,INDIA,348240,40.65,856668,65.8,True,1,83310,9.72,2024
Rajasthan,Rajasthan PC 15,Candidate 2 (YSR),YSR,YSR,,264930,30.93,856668,76.2,False,2,0,0,2024
